user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,likes,swipes,messages_sent,response_rate,signup_date,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,likes_received,photo_count,is_verified,daily_active_minutes,last_login,is_premium_user
250,Barbara Tanner,24,Non-binary,Philadelphia,42.331427,-95.369804,"art, travel, cooking",Commercial those discussion according hope building rest guess product network after.,Casual Dating,Extrovert,ESFJ,"[791, 802, 850, 653, 43, 74, 72, 801, 693]",379,55,0.32,2023-01-28,Master’s,Public relations account executive,Cancer,150,Athletic,"Mandarin, English",Everyone,53,6,True,90,2024-03-06,False
251,Nathan Stone,29,Non-binary,Kansas City,47.606209,-81.694361,"gaming, cooking, technology",Vote kid back still experience try small.,Friends,Introvert,ISFJ,"[29, 733, 872, 489, 753, 629, 757]",287,60,0.87,2023-11-30,PhD,"Administrator, education",Libra,197,Average,"French, Mandarin, Hindi",Women,22,3,False,100,2024-03-04,False
252,Richard Gray,30,M,Miami,32.715736,-81.694361,"art, music, technology",Woman detail color example live really stay treat if.,Networking,Extrovert,ENTP,"[400, 591, 857, 686, 153]",360,98,0.91,2023-06-23,High School,Estate manager/land agent,Gemini,156,Curvy,"Hindi, Spanish, Mandarin",Men,95,2,True,33,2024-03-08,False
253,Natasha Mendez,18,Non-binary,New York,27.950575,-94.578568,"gaming, sports, cooking",Board trip recognize financial citizen last certainly focus forward fight official either.,Friends,Extrovert,ISFJ,"[67, 20, 193, 168, 23, 594, 918, 715, 782, 224, 956, 940, 880, 13]",264,25,0.93,2023-08-10,Bachelor’s,Sports administrator,Gemini,191,Athletic,"Mandarin, French, Spanish",Everyone,58,5,True,91,2024-03-25,False
254,Michelle Juarez,40,F,Sacramento,44.977753,-78.638176,"art, gaming, reading",Turn next like summer theory read should.,Casual Dating,Extrovert,ISTJ,"[657, 130, 917, 451, 486, 523]",104,57,0.23,2023-08-24,Bachelor’s,Advice worker,Sagittarius,180,Slim,"French, English",Women,19,1,True,56,2024-03-06,False
255,Sherry Hamilton,31,F,Kansas City,38.581572,-82.457177,"sports, cooking, gaming",Threat two discuss leg personal somebody first then find bed result have.,Networking,Introvert,INTP,"[556, 343, 997, 640, 151, 870, 45, 129, 481, 360, 774]",251,1,0.39,2023-05-14,High School,"Nurse, mental health",Virgo,169,Athletic,"Hindi, Spanish",Everyone,11,2,False,9,2024-03-09,False
256,Joseph Casey,50,F,Austin,37.338208,-71.058884,"fitness, travel, cooking",Wind event or day test suddenly example.,Friends,Ambivert,INFJ,"[30, 570, 611, 689, 68, 804]",270,89,0.56,2024-03-29,PhD,Outdoor activities/education manager,Virgo,157,Athletic,"English, French, Hindi",Everyone,63,2,True,82,2024-03-21,False
257,Willie Mendoza,32,F,Dallas,42.360081,-82.998794,"reading, photography, art",Involve store myself management design size pretty phone most card line through buy.,Long-term,Extrovert,INTP,"[798, 365, 806, 710, 472, 929, 217, 738, 714, 736, 229]",499,7,0.29,2023-01-12,Bachelor’s,Fitness centre manager,Libra,188,Curvy,English,Men,59,3,False,101,2024-03-02,False
258,Mary Martin,36,Non-binary,Raleigh,29.424122,-95.369804,"gaming, cooking, sports",Across argue rate area thought former story onto walk pretty section.,Networking,Introvert,ISFJ,"[419, 646, 430, 502, 124, 612, 477, 591, 569, 557, 702, 368, 221, 619, 109]",119,89,0.53,2024-02-25,High School,Mechanical engineer,Gemini,169,Athletic,"Hindi, French",Men,66,3,True,105,2024-03-31,True
259,Jaime Pineda,37,F,Salt Lake City,39.739236,-82.457177,"sports, fitness, photography",Always position we experience senior appear recognize together join technology even culture.,Networking,Ambivert,ESFJ,"[444, 839, 315, 480, 541, 595]",484,89,0.98,2024-03-09,High School,Armed forces operational officer,Sagittarius,152,Curvy,"French, English",Men,8,1,True,102,2024-03-01,False
260,Rachel Thompson,43,M,Detroit,47.606209,-121.4944,"gaming, art, fitness",That much another support three almost choose feeling part west result.,Friends,Introvert,ISTJ,"[665, 881, 222, 539, 248, 6, 610, 205, 255, 391, 629, 798, 853, 674, 187]",118,82,0.74,2023-03-11,PhD,Quantity surveyor,Taurus,171,Curvy,"Spanish, Mandarin",Everyone,86,5,False,87,2024-03-16,False
261,Pamela White,37,Non-binary,Cleveland,40.712776,-97.743061,"reading, photography, technology",Whose main site occur tonight short factor option room.,Casual Dating,Introvert,INFJ,"[676, 614, 839, 562, 883, 723, 124, 903, 340, 438, 229, 677, 462, 185]",432,73,0.35,2023-09-30,PhD,"Psychologist, counselling",Gemini,167,Average,French,Everyone,67,2,False,92,2024-03-21,False
262,Paula Jones,33,Non-binary,Denver,39.739236,-98.493629,"music, travel, cooking",Never tend window forward your standard prevent gas tonight.,Friends,Extrovert,ISFJ,"[270, 31, 539, 910, 774, 138, 722, 763]",292,53,0.74,2023-11-28,PhD,Quantity surveyor,Taurus,197,Athletic,"French, English, Hindi",Women,27,6,False,78,2024-03-14,False
263,Joseph Wilson,38,Non-binary,Boston,35.779591,-87.629799,"music, technology, sports",House garden question among fear production build court morning key smile over.,Long-term,Ambivert,INTP,"[436, 366, 479, 891, 357, 828, 864, 955, 49, 942, 652, 212]",207,56,0.52,2023-03-02,Master’s,Actuary,Aquarius,158,Slim,"English, French",Women,39,6,False,22,2024-03-07,False
264,Aaron Vasquez,25,Non-binary,Austin,35.779591,-75.165222,"gaming, fitness, reading",Since west official now short whole yet happy produce rest issue yes.,Networking,Introvert,ESTP,"[1, 449, 480, 631, 964]",469,82,0.7,2023-11-09,Master’s,"Engineer, maintenance",Libra,197,Average,"Spanish, Mandarin, English",Women,21,1,True,11,2024-03-03,False
265,John Bennett,30,Non-binary,Raleigh,34.052235,-74.005974,"art, sports, gaming",Site partner foot top fall maybe thing partner maybe something.,Casual Dating,Extrovert,INTP,"[490, 561, 738, 335, 579]",440,44,0.5,2024-02-22,Bachelor’s,Technical author,Scorpio,167,Athletic,"Hindi, Mandarin, French",Women,18,5,True,15,2024-03-20,False
266,Michael Gordon,23,M,Chicago,33.749001,-87.629799,"reading, art, music",Remain back make responsibility people must skill culture politics oil teacher born.,Networking,Introvert,INFJ,"[784, 233, 920, 348, 3, 888, 722]",491,56,0.42,2024-01-09,PhD,Dancer,Scorpio,194,Athletic,Hindi,Women,43,6,False,109,2024-03-17,False
267,Alexander Johnson,23,M,Las Vegas,32.715736,-121.886329,"gaming, cooking, fitness",International mission school teacher be same general be idea her price.,Friends,Ambivert,INFJ,"[496, 317, 630, 517, 335, 495, 4]",103,67,0.97,2024-02-09,Bachelor’s,Community education officer,Scorpio,150,Athletic,Spanish,Women,60,2,True,77,2024-03-13,False
268,Laura Henry,37,Non-binary,Las Vegas,47.606209,-95.369804,"travel, music, cooking",Skin partner you alone friend goal yet.,Friends,Ambivert,INTP,"[364, 467, 683, 240, 1]",463,44,0.74,2023-03-14,High School,"Librarian, academic",Scorpio,176,Curvy,"Mandarin, Spanish, English",Men,5,2,False,85,2024-03-02,False
269,Bryan Day,26,Non-binary,Las Vegas,47.606209,-121.4944,"reading, photography, travel",Military interview act customer them to able country where.,Friends,Ambivert,ISFJ,"[456, 113, 594, 928, 943, 245, 169, 635, 223]",70,59,0.61,2023-01-16,PhD,"Engineer, civil (consulting)",Libra,185,Curvy,"French, Mandarin, Spanish",Women,39,2,True,76,2024-03-21,False
270,Jennifer Howell,34,Non-binary,Raleigh,42.360081,-95.369804,"cooking, travel, reading",Care present finally final when prepare network author team window full organization.,Friends,Ambivert,ISTJ,"[843, 124, 33, 952, 400, 290]",73,79,0.69,2023-04-22,Bachelor’s,Chartered public finance accountant,Virgo,165,Average,English,Women,70,1,True,105,2024-03-03,False
271,Scott Roberts,38,M,Portland,32.715736,-74.005974,"art, reading, sports",Wrong factor challenge long throw front rise after since while if.,Networking,Ambivert,ESFJ,"[106, 731, 536, 488, 285, 177, 369, 852, 340, 313, 627]",294,17,0.31,2024-03-14,Master’s,Call centre manager,Libra,187,Curvy,"French, Mandarin",Everyone,36,6,True,63,2024-03-07,True
272,Cynthia Lee MD,36,M,Atlanta,45.515232,-111.891047,"travel, sports, reading",Heart statement land everything project image physical democratic side police.,Networking,Ambivert,ISTJ,"[179, 77, 798, 417, 130, 664, 951, 709, 448, 825, 388, 980, 831]",219,58,0.43,2023-12-12,Bachelor’s,Dealer,Cancer,158,Curvy,"Spanish, Hindi, Mandarin",Men,32,4,False,57,2024-03-20,True
273,Gabriel Simon,36,Non-binary,Boston,41.49932,-74.005974,"fitness, art, reading",Popular although represent discover study smile how under impact.,Casual Dating,Introvert,ISTJ,"[457, 990, 861, 431, 737, 581, 966, 470, 647, 799, 907, 570, 409, 195, 961]",17,83,0.97,2023-10-13,High School,Exercise physiologist,Virgo,197,Average,Hindi,Women,44,5,True,93,2024-03-01,False
274,Jacob Raymond,30,F,Tampa,36.169941,-96.796989,"reading, music, travel",Center data piece student ever clear suddenly Mr meeting wide might.,Casual Dating,Ambivert,INTP,"[90, 360, 77, 59, 526, 582]",322,17,0.63,2024-01-20,Bachelor’s,Estate agent,Capricorn,194,Slim,"Mandarin, English, French",Women,11,6,True,16,2024-03-26,False
275,Connie Richardson,34,F,Minneapolis,33.749001,-84.387978,"cooking, sports, art",Listen picture performance theory green suggest mind movie very paper.,Casual Dating,Ambivert,ESTP,"[829, 192, 118, 649, 75, 367, 850, 911, 88, 896, 135, 53]",191,82,0.45,2024-01-10,High School,"Scientist, audiological",Pisces,182,Slim,Spanish,Women,72,4,True,51,2024-03-23,False
276,Paula Murray,29,Non-binary,Phoenix,47.606209,-82.457177,"travel, sports, photography",Ready card doctor particular wear end successful law part.,Networking,Ambivert,ISTJ,"[733, 208, 847, 562, 214, 753, 878]",200,15,0.41,2023-08-12,PhD,"Education officer, community",Cancer,185,Slim,"Mandarin, English, Hindi",Men,34,1,True,41,2024-03-22,False
277,Sarah Martin,26,M,San Diego,25.76168,-117.161087,"sports, gaming, art",Network dream whole media answer improve rather space project compare talk.,Networking,Introvert,ISFJ,"[269, 928, 962, 96, 569, 143, 814, 188, 933, 948, 446, 709, 628, 987, 364]",326,40,0.55,2023-06-23,PhD,"Exhibitions officer, museum/gallery",Capricorn,178,Athletic,"English, French, Spanish",Men,68,2,False,61,2024-03-30,False
278,Joyce Reyes,38,M,Chicago,39.099727,-95.369804,"music, gaming, photography",Daughter like return church scene money writer factor instead partner concern.,Networking,Extrovert,ISFJ,"[715, 730, 311, 994, 246, 604, 696]",190,85,0.44,2023-05-25,Master’s,Plant breeder/geneticist,Taurus,185,Slim,French,Everyone,94,1,True,7,2024-03-03,False
279,Alexis Todd MD,22,Non-binary,Kansas City,39.952583,-74.005974,"cooking, fitness, music",They Democrat little fish every together method through as number in create simple.,Networking,Extrovert,ESFJ,"[539, 351, 374, 759, 212, 859]",206,83,0.69,2023-07-23,Master’s,Location manager,Scorpio,163,Average,"English, Hindi, French",Everyone,48,4,False,54,2024-03-31,False
280,George Kelly Jr.,38,F,Detroit,39.099727,-96.796989,"technology, fitness, photography",Even garden paper never knowledge evidence.,Long-term,Ambivert,ISTJ,"[272, 206, 155, 508, 849, 681, 134, 330, 913, 2, 602, 406]",295,70,0.63,2023-10-12,Master’s,Clothing/textile technologist,Libra,155,Athletic,English,Women,30,5,True,23,2024-03-01,False
281,James Cook,50,Non-binary,Los Angeles,34.052235,-81.379234,"travel, cooking, sports",Hold guy so stage either federal bed piece issue wish.,Casual Dating,Introvert,ENTP,"[664, 529, 879, 992, 264, 244, 628, 945, 291, 784, 6, 941, 423]",300,7,0.82,2023-04-01,Bachelor’s,"Administrator, charities/voluntary organisations",Capricorn,199,Curvy,"Spanish, Mandarin",Everyone,16,2,False,67,2024-03-24,False
282,Christopher Moreno,23,Non-binary,Phoenix,33.448376,-118.243683,"art, gaming, technology",Oil source trial effort force manager save management door individual.,Friends,Extrovert,ESTP,"[302, 606, 323, 858, 813, 23, 32, 303, 178]",152,95,0.77,2023-10-11,Bachelor’s,Rural practice surveyor,Sagittarius,172,Average,English,Women,28,6,False,58,2024-03-04,False
283,Zachary Mcmillan,28,Non-binary,Phoenix,44.977753,-78.638176,"cooking, reading, gaming",Child offer I state against ever gas.,Casual Dating,Introvert,INFJ,"[359, 561, 127, 868, 190, 152, 804, 796, 63, 448]",95,64,0.99,2023-08-18,PhD,"Horticulturist, amenity",Sagittarius,190,Athletic,"Hindi, Mandarin",Men,59,4,False,80,2024-03-19,True
284,Jessica Miller,47,M,Philadelphia,35.779591,-86.158068,"sports, gaming, cooking",Draw section authority free law TV hit production indicate land their.,Friends,Ambivert,INTP,"[389, 198, 725, 796, 321, 615, 221, 853, 437, 92]",144,57,0.69,2023-12-30,Master’s,Contracting civil engineer,Aquarius,153,Average,"Hindi, Mandarin, French",Women,20,3,False,55,2024-03-17,False
285,Mark Wu,18,F,Kansas City,37.338208,-122.678448,"sports, cooking, music",Seek rest court allow person stuff top third foreign clearly performance Congress hot.,Long-term,Introvert,INTP,"[190, 595, 312, 901, 381, 972, 64, 651, 324]",87,81,0.21,2023-11-28,High School,"Editor, film/video",Leo,151,Average,French,Men,46,4,False,120,2024-03-02,False
286,Heather Johnston,22,M,Phoenix,42.360081,-75.165222,"reading, gaming, music",Product tell skill on such say war situation throw bag safe very.,Friends,Extrovert,INFJ,"[546, 67, 724, 916, 229, 443, 764, 371, 895, 766, 726, 984, 458, 333, 212]",241,57,0.92,2024-03-08,High School,Commissioning editor,Cancer,156,Slim,"French, Hindi, English",Women,100,6,True,36,2024-03-04,False
287,James Cook,18,F,San Diego,36.169941,-80.19179,"cooking, sports, art",Word training natural serve lay main.,Casual Dating,Introvert,ISTJ,"[593, 974, 459, 71, 564, 137, 51, 63, 891, 10, 160, 197, 663]",146,79,0.61,2024-03-19,Bachelor’s,"Research officer, government",Capricorn,162,Curvy,"Mandarin, Spanish, English",Men,66,6,True,16,2024-03-07,False
288,David Johnson,39,Non-binary,Raleigh,42.360081,-104.990251,"cooking, music, sports",Call management check open reveal defense improve.,Long-term,Ambivert,ENFP,"[889, 777, 27, 162, 659, 327, 416, 963, 146, 82, 114, 330, 70]",420,14,0.99,2023-10-25,High School,Art gallery manager,Sagittarius,189,Curvy,English,Everyone,28,4,False,113,2024-03-14,True
289,Jennifer Bailey,44,F,San Antonio,33.448376,-86.158068,"sports, fitness, reading",Describe open building present wrong bar continue interview pretty.,Long-term,Introvert,ISTJ,"[473, 683, 142, 564, 313, 918, 570, 100]",451,33,0.31,2023-04-07,PhD,Database administrator,Pisces,165,Average,"English, Spanish, French",Everyone,74,5,True,55,2024-03-19,False
290,Jamie Good,40,M,Minneapolis,39.739236,-74.005974,"fitness, photography, cooking",Board matter economic business provide tend.,Friends,Ambivert,ESFJ,"[395, 522, 787, 458, 486, 613]",396,72,0.61,2023-05-30,Master’s,TEFL teacher,Sagittarius,175,Slim,Spanish,Everyone,79,3,True,104,2024-03-03,False
291,Kathleen Lawrence,46,M,Dallas,33.448376,-84.387978,"travel, technology, sports",Your voice oil machine concern understand loss question particular become along.,Networking,Introvert,INTP,"[943, 595, 163, 811, 568, 56, 325, 613, 931, 352, 564, 4, 696, 5, 588]",437,45,0.43,2023-09-27,Bachelor’s,Microbiologist,Sagittarius,164,Athletic,"English, Hindi, French",Women,44,4,False,98,2024-03-23,False
292,David Zimmerman,26,F,Los Angeles,32.776665,-80.19179,"travel, technology, art",Stuff everyone fear American think again consider short international information control show political.,Casual Dating,Extrovert,ISTJ,"[871, 254, 928, 252, 169, 243, 740, 308]",271,14,0.36,2024-02-25,PhD,"Teacher, early years/pre",Aquarius,158,Curvy,"English, French, Mandarin",Everyone,49,2,True,70,2024-03-17,True
293,Brandy Carter,46,M,Raleigh,44.977753,-82.457177,"fitness, sports, cooking",Certain ago assume team usually little opportunity especially score will budget yes these.,Networking,Introvert,ESTP,"[58, 377, 744, 344, 962, 544, 980, 129]",216,95,0.53,2023-02-04,Master’s,Forensic scientist,Pisces,175,Athletic,French,Everyone,10,3,False,44,2024-03-14,True
294,Jacob Smith,45,Non-binary,Dallas,39.952583,-98.493629,"technology, photography, cooking",His between tell recognize team off home do maintain less window.,Networking,Introvert,INTP,"[82, 870, 219, 791, 801, 326, 953, 509, 519, 304, 821]",221,93,0.98,2023-09-19,Master’s,Production engineer,Libra,152,Athletic,Spanish,Women,47,5,False,7,2024-03-08,True
295,Raymond Robinson,36,Non-binary,Los Angeles,30.267153,-115.139832,"travel, gaming, technology",Whole approach believe act expert son too best out dog.,Networking,Extrovert,ISTJ,"[807, 286, 932, 473, 39, 592, 420, 663, 731, 991, 267, 557]",174,34,0.82,2023-06-10,Master’s,"Conservation officer, historic buildings",Aquarius,180,Athletic,Mandarin,Women,78,5,False,77,2024-03-10,True
296,Alejandro Mack,23,Non-binary,Austin,39.099727,-118.243683,"fitness, music, reading",Environmental it ready analysis per the central address whether heart increase hit keep difference.,Casual Dating,Ambivert,ENFP,"[461, 916, 949, 290, 449, 338, 748, 385]",43,14,0.72,2023-11-19,High School,Tree surgeon,Cancer,180,Slim,"Spanish, English",Women,45,6,False,30,2024-03-05,False
297,Joshua Meza,47,F,Atlanta,47.606209,-81.379234,"photography, technology, fitness",Camera poor system hour region bill himself rise standard history dog southern.,Casual Dating,Introvert,INFJ,"[780, 584, 381, 698, 722, 265, 384, 962, 94, 931, 68, 632]",256,63,0.58,2023-06-29,PhD,Environmental consultant,Gemini,199,Slim,Hindi,Everyone,63,2,True,45,2024-03-06,False
298,Sheila Burns,22,M,Columbus,44.977753,-111.891047,"photography, cooking, fitness",Realize Congress mind effort two change indicate sometimes.,Friends,Introvert,ISTJ,"[705, 394, 495, 279, 509, 514, 575, 594, 450, 601, 117, 712, 838, 863, 216]",94,97,0.38,2023-01-24,Bachelor’s,"Doctor, general practice",Pisces,176,Curvy,"Mandarin, English, Hindi",Men,86,1,True,5,2024-03-29,True
299,Andre Carpenter,23,F,San Diego,33.749001,-104.990251,"fitness, travel, reading",Wide public accept travel evidence seek be continue.,Friends,Ambivert,ESFJ,"[557, 179, 102, 282, 356, 393, 410, 750, 200, 516]",121,82,0.63,2024-01-20,High School,English as a foreign language teacher,Gemini,195,Curvy,"English, Hindi, French",Women,10,4,True,6,2024-03-18,False
300,Alan Scott,21,Non-binary,Los Angeles,36.169941,-86.158068,"photography, gaming, reading",Mrs each in accept card never cultural task.,Casual Dating,Extrovert,INFJ,"[177, 27, 1000, 282, 611, 239, 774, 727, 594]",341,92,0.93,2023-12-25,High School,Colour technologist,Virgo,199,Average,"Spanish, Mandarin",Everyone,11,1,True,45,2024-03-15,False
301,Mrs. Marissa Bautista,20,Non-binary,Las Vegas,35.779591,-112.074036,"technology, cooking, gaming",Suggest catch ground article relate they what south almost study.,Friends,Introvert,INFJ,"[710, 864, 261, 373, 199, 227, 695, 315, 700, 621, 660, 758, 4, 371]",462,19,0.96,2024-01-20,PhD,"Engineer, land",Aries,164,Curvy,"English, French",Men,25,3,True,16,2024-03-10,False
302,Kevin Benson,28,Non-binary,Portland,42.360081,-121.4944,"art, gaming, travel",Evidence everything environment sister strategy bill against than detail paper soon during.,Networking,Introvert,INTP,"[42, 114, 217, 399, 315, 347]",11,4,0.63,2023-07-04,Master’s,Archivist,Virgo,156,Athletic,"French, Mandarin, English",Men,30,6,False,112,2024-03-17,False
303,Ashley Burke,38,M,Raleigh,29.424122,-87.629799,"photography, fitness, travel",Newspaper box rest leave level safe.,Casual Dating,Introvert,ENFP,"[261, 842, 482, 418, 600, 897, 69, 319, 94]",464,0,0.45,2023-09-24,Bachelor’s,Garment/textile technologist,Virgo,174,Slim,"Mandarin, French",Men,21,3,True,28,2024-03-18,False
304,David Simpson,32,M,Salt Lake City,33.448376,-121.4944,"technology, art, travel",Month artist threat or pressure college stay chance TV create manager drug beyond.,Friends,Extrovert,ISFJ,"[852, 613, 180, 466, 192, 933, 176, 105]",44,93,0.43,2023-09-23,PhD,Pensions consultant,Sagittarius,152,Slim,"Mandarin, French",Everyone,41,4,True,5,2024-03-24,False
305,Mandy Johnson,27,Non-binary,San Antonio,32.715736,-96.796989,"art, reading, sports",Star interview knowledge PM computer decade step character smile growth usually relationship eye.,Long-term,Extrovert,ISTJ,"[780, 973, 856, 646, 486, 169, 569, 1000, 532, 939, 392]",457,98,0.51,2023-01-19,PhD,Chartered public finance accountant,Aquarius,153,Curvy,"English, French, Spanish",Everyone,37,3,True,119,2024-03-24,True
306,Mrs. Brandy Bridges,47,Non-binary,Columbus,27.950575,-93.265015,"fitness, music, sports",Respond upon grow life responsibility present ok.,Friends,Extrovert,ESTP,"[631, 131, 387, 205, 908, 141, 665, 851, 150, 40, 868, 539, 639]",208,65,0.37,2023-06-06,PhD,Land,Aries,178,Average,"Mandarin, Spanish",Women,80,3,False,4,2024-03-21,False
307,Kenneth Perez,28,F,Tampa,39.961176,-80.19179,"travel, photography, music",Whatever she prove computer sister cup process factor.,Friends,Ambivert,INFJ,"[631, 722, 314, 74, 75, 58, 798, 994]",182,0,0.5,2023-03-07,Master’s,Multimedia programmer,Cancer,176,Curvy,"Hindi, English, Spanish",Everyone,49,4,False,15,2024-03-17,False
308,Tina Gonzales,30,M,Portland,28.538336,-121.886329,"photography, travel, fitness",Room operation city office environment particularly pull even inside.,Friends,Ambivert,ENTP,"[215, 552, 4, 49, 579, 957, 181, 168, 809, 354]",214,24,0.71,2023-06-26,PhD,Ecologist,Aries,183,Average,"Spanish, Hindi",Men,100,1,False,22,2024-03-28,False
309,Tina Rowe,32,Non-binary,New York,37.338208,-118.243683,"sports, art, technology",Exist establish dream anything see either six meeting whose.,Long-term,Ambivert,ESFJ,"[627, 548, 876, 829, 70, 906, 470, 49, 319, 36, 706]",411,39,0.94,2023-03-11,Master’s,"Engineer, manufacturing systems",Libra,176,Average,"French, Spanish",Everyone,36,6,False,34,2024-03-03,False
310,Kathleen Richards,20,F,Minneapolis,29.760427,-82.998794,"gaming, reading, photography",Key small agent pick very fear big not stop as four.,Casual Dating,Introvert,ENFP,"[539, 981, 283, 930, 335, 170, 708, 37, 430, 245, 873]",52,16,0.99,2023-06-03,Bachelor’s,Systems analyst,Cancer,182,Slim,"Mandarin, English",Everyone,19,3,False,15,2024-03-08,False
311,Elaine Stephens,44,M,Minneapolis,25.76168,-115.139832,"gaming, music, sports",Read three per cost sing recently when visit great up piece kid note.,Long-term,Introvert,ESTP,"[489, 91, 154, 795, 648, 364, 719, 837, 300, 946, 37, 955, 27]",351,91,0.3,2023-02-20,High School,"Production designer, theatre/television/film",Libra,162,Average,Spanish,Women,22,5,True,96,2024-03-26,False
312,Gary Gaines,40,F,Phoenix,39.099727,-81.379234,"travel, music, art",East scene ago feel just raise magazine almost both thing nor all thank.,Long-term,Ambivert,ESFJ,"[197, 906, 326, 61, 462, 279, 158, 127, 143, 884, 593, 386]",393,39,0.49,2023-08-30,Master’s,Architect,Taurus,195,Average,Mandarin,Men,100,3,False,17,2024-03-01,True
313,Brandi Moses,24,Non-binary,Las Vegas,35.779591,-82.998794,"fitness, sports, music",Determine ago begin address reveal safe because investment cold provide collection relationship relate.,Long-term,Extrovert,ESFJ,"[464, 178, 771, 566, 38, 282, 909, 391]",399,80,0.35,2023-05-10,High School,Games developer,Libra,185,Average,"Hindi, English",Women,39,3,False,8,2024-03-03,False
314,Anthony Matthews,21,M,Indianapolis,41.878113,-96.796989,"gaming, music, art",Poor direction him modern left field two social six citizen foot indeed.,Long-term,Ambivert,INFJ,"[480, 708, 245, 488, 360, 227, 478, 615, 221, 731, 354, 308, 739, 908]",496,72,0.3,2024-03-23,High School,Insurance risk surveyor,Capricorn,153,Average,"English, French",Men,75,5,False,36,2024-03-15,False
315,Thomas Russell,37,F,Cleveland,28.538336,-121.4944,"technology, fitness, gaming",Head summer keep find nature red court bit alone everything message say class.,Casual Dating,Ambivert,INFJ,"[510, 284, 40, 531, 905, 657, 484, 362, 658, 830, 957, 383]",477,31,0.74,2023-04-02,Bachelor’s,Homeopath,Aries,180,Slim,"French, Hindi, English",Women,7,1,True,70,2024-03-23,False
316,Edward Malone,31,M,Sacramento,41.49932,-122.678448,"sports, fitness, reading",Store impact produce concern sense now once high past commercial daughter will court.,Casual Dating,Extrovert,ENTP,"[149, 590, 975, 809, 646, 578, 541, 328]",71,27,0.83,2023-01-16,Master’s,Financial controller,Aquarius,181,Athletic,Spanish,Men,1,5,True,58,2024-03-05,False
317,Daniel Hunter,21,M,Minneapolis,34.052235,-75.165222,"music, reading, fitness",Talk most tell audience program class even.,Friends,Extrovert,INFJ,"[843, 94, 909, 141, 989, 291, 644, 250, 404, 968, 473, 259, 388, 386]",23,59,0.35,2023-07-14,High School,"Exhibitions officer, museum/gallery",Taurus,199,Average,"English, Spanish, French",Men,10,4,True,1,2024-03-07,True
318,Edward Kennedy,37,F,Kansas City,30.267153,-98.493629,"cooking, reading, photography",Century world development such story heavy expert federal maintain life admit pay trouble.,Friends,Introvert,ISFJ,"[211, 899, 144, 923, 771, 884, 984, 471, 648, 349, 73, 528]",430,85,0.28,2023-09-11,Bachelor’s,"Merchandiser, retail",Cancer,169,Curvy,"Spanish, Hindi, French",Women,100,2,True,96,2024-03-22,False
319,Scott Marks,39,M,New York,29.424122,-75.165222,"sports, photography, cooking",Election remember eye home art third commercial however discuss line themselves word.,Friends,Introvert,ISTJ,"[551, 927, 65, 819, 630, 727, 955, 478, 117, 395, 875]",287,5,0.86,2024-03-26,PhD,Pension scheme manager,Aquarius,186,Slim,Spanish,Women,0,1,True,38,2024-03-16,False
320,Brian Charles,38,F,Raleigh,39.952583,-82.998794,"sports, travel, music",Court Mr from black visit cut we result.,Casual Dating,Ambivert,ISFJ,"[993, 363, 866, 281, 657, 324, 951, 106, 576, 138, 2, 571]",110,4,0.86,2023-11-05,PhD,Veterinary surgeon,Scorpio,187,Athletic,Spanish,Women,64,3,False,91,2024-03-29,False
321,Jessica Willis,33,F,San Diego,34.052235,-87.629799,"photography, travel, art",Dog travel spring lead traditional on just rest.,Networking,Extrovert,ESFJ,"[303, 225, 354, 157, 81, 468]",71,25,0.2,2023-04-11,Master’s,Software engineer,Cancer,161,Slim,"French, Hindi, Spanish",Women,84,6,False,115,2024-03-01,True
322,Elaine Abbott,18,Non-binary,Miami,39.099727,-74.005974,"travel, fitness, gaming",Remember political behavior free section interview subject.,Networking,Introvert,ENFP,"[741, 554, 689, 396, 298, 293]",117,16,0.38,2023-08-29,Bachelor’s,"Designer, furniture",Virgo,157,Average,"French, English, Hindi",Men,29,3,False,74,2024-03-08,False
323,Michael Galvan,26,Non-binary,San Diego,39.739236,-94.578568,"cooking, travel, gaming",Environmental drop dream hundred sister base begin information.,Networking,Introvert,ESTP,"[70, 164, 859, 20, 644, 622, 823]",433,64,0.37,2024-01-02,High School,Games developer,Scorpio,170,Athletic,Mandarin,Women,60,1,True,102,2024-03-25,False
324,Erin Davenport,39,F,Las Vegas,42.360081,-95.369804,"reading, music, fitness",Trouble practice other thought police happy.,Long-term,Introvert,ISTJ,"[23, 644, 743, 961, 314, 880]",184,44,0.52,2024-01-12,PhD,Dealer,Sagittarius,163,Curvy,"Hindi, English, Mandarin",Men,22,4,False,98,2024-03-16,False
325,Mark Paul,39,F,Tampa,32.776665,-122.678448,"music, sports, travel",Care investment thought population return customer sell.,Networking,Introvert,ISFJ,"[77, 598, 591, 791, 325, 402, 403]",451,19,0.23,2023-07-28,Bachelor’s,"Engineer, maintenance (IT)",Aries,162,Average,"Spanish, Mandarin",Women,43,1,False,3,2024-03-25,False
